index,PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
4153,2006-11-13,14.0,13.0,9.0,6.0,4.0,2.0,55.0,52.0,49.0,,,,10.0,10.0,10.0,6.0,4.0,,2.0,,,-1.0
4154,2006-11-14,16.0,16.0,12.0,7.0,4.0,2.0,61.0,44.0,27.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
4155,2006-11-15,11.0,10.0,6.0,3.0,2.0,0.0,72.0,55.0,38.0,,,,10.0,7.0,4.0,4.0,4.0,,0.0,8.0,Rain,-1.0
4156,2006-11-16,15.0,14.0,11.0,7.0,7.0,7.0,70.0,61.0,52.0,,,,10.0,10.0,10.0,70.0,47.0,,0.0,8.0,,-1.0
4157,2006-11-17,8.0,8.0,7.0,6.0,5.0,4.0,89.0,80.0,72.0,,,,10.0,7.0,4.0,6.0,2.0,,1.0,8.0,Rain,-1.0
4158,2006-11-18,9.0,8.0,8.0,8.0,8.0,7.0,93.0,93.0,93.0,,,,10.0,5.0,0.1,6.0,6.0,,1.0,8.0,,-1.0
4159,2006-11-19,14.0,14.0,10.0,4.0,4.0,4.0,56.0,48.0,40.0,,,,10.0,10.0,10.0,17.0,13.0,,0.0,,,-1.0
4142,2006-11-2,20.0,20.0,15.0,10.0,8.0,7.0,63.0,48.0,33.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
4160,2006-11-20,10.0,,10.0,6.0,5.0,4.0,70.0,70.0,70.0,,,,10.0,10.0,10.0,93.0,62.0,,0.0,,,-1.0
4161,2006-11-21,12.0,10.0,6.0,4.0,4.0,4.0,81.0,68.0,56.0,,,,10.0,10.0,10.0,6.0,4.0,,3.0,8.0,,-1.0
4162,2006-11-22,8.0,8.0,6.0,6.0,6.0,5.0,90.0,85.0,80.0,,,,10.0,10.0,10.0,0.0,0.0,,3.0,,Rain-Thunderstorm,-1.0
4163,2006-11-23,11.0,10.0,6.0,3.0,2.0,1.0,57.0,54.0,50.0,,,,10.0,10.0,10.0,9.0,9.0,,0.0,,,-1.0
4164,2006-11-24,10.0,10.0,7.0,0.0,0.0,-1.0,50.0,42.0,33.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
4165,2006-11-25,12.0,12.0,7.0,0.0,-2.0,-3.0,50.0,36.0,22.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
4166,2006-11-26,10.0,10.0,7.0,2.0,0.0,-1.0,57.0,46.0,34.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
4167,2006-11-27,6.0,6.0,6.0,0.0,0.0,0.0,56.0,52.0,49.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,8.0,,-1.0
4168,2006-11-28,10.0,10.0,8.0,1.0,0.0,-2.0,51.0,42.0,32.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
4169,2006-11-29,8.0,8.0,6.0,0.0,0.0,0.0,49.0,45.0,41.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
4143,2006-11-3,19.0,18.0,15.0,10.0,10.0,9.0,63.0,54.0,44.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
4170,2006-11-30,10.0,10.0,5.0,2.0,0.0,-1.0,55.0,50.0,44.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
4144,2006-11-4,19.0,19.0,13.0,10.0,10.0,10.0,74.0,59.0,44.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
4145,2006-11-5,19.0,19.0,14.0,10.0,10.0,10.0,68.0,56.0,44.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
4146,2006-11-6,19.0,18.0,12.0,10.0,9.0,8.0,81.0,62.0,43.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
4147,2006-11-7,19.0,18.0,14.0,10.0,10.0,10.0,68.0,58.0,49.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
4148,2006-11-8,19.0,16.0,14.0,9.0,8.0,8.0,55.0,54.0,54.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
4149,2006-11-9,18.0,18.0,13.0,10.0,10.0,10.0,74.0,62.0,49.0,,,,10.0,10.0,10.0,9.0,7.0,,0.0,,,-1.0
1739,2006-12-1,10.0,10.0,6.0,-1.0,-2.0,-3.0,41.0,39.0,37.0,,,,10.0,10.0,10.0,6.0,5.0,,0.0,,,-1.0
1748,2006-12-10,6.0,,2.0,2.0,2.0,2.0,98.0,98.0,98.0,,,,0.1,0.1,0.1,6.0,6.0,,0.0,8.0,Snow,-1.0
1749,2006-12-11,4.0,,4.0,1.0,1.0,1.0,81.0,81.0,81.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1750,2006-12-12,7.0,7.0,6.0,0.0,0.0,0.0,56.0,53.0,50.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1751,2006-12-13,11.0,11.0,7.0,2.0,1.0,0.0,57.0,46.0,34.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1752,2006-12-14,13.0,13.0,10.0,2.0,0.0,-1.0,37.0,36.0,34.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1753,2006-12-15,12.0,12.0,10.0,3.0,2.0,2.0,51.0,44.0,36.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
1754,2006-12-16,12.0,12.0,7.0,2.0,0.0,-3.0,37.0,36.0,36.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1755,2006-12-17,17.0,17.0,12.0,-5.0,-6.0,-6.0,17.0,14.0,12.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1756,2006-12-18,18.0,15.0,12.0,-8.0,-15.0,-22.0,13.0,8.0,4.0,,,,10.0,10.0,10.0,11.0,7.0,,0.0,,,-1.0
1757,2006-12-19,16.0,16.0,10.0,2.0,-2.0,-5.0,49.0,31.0,13.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1740,2006-12-2,10.0,10.0,7.0,0.0,0.0,-1.0,50.0,42.0,34.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1758,2006-12-20,12.0,12.0,8.0,2.0,0.0,-1.0,57.0,44.0,30.0,,,,10.0,10.0,10.0,22.0,11.0,,0.0,,,-1.0
1759,2006-12-21,4.0,4.0,2.0,4.0,1.0,-2.0,100.0,83.0,66.0,,,,4.0,2.0,0.1,9.0,6.0,,3.0,8.0,,-1.0
1760,2006-12-22,9.0,,9.0,-7.0,-7.0,-7.0,21.0,21.0,21.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1761,2006-12-23,12.0,12.0,7.0,-1.0,-3.0,-5.0,43.0,30.0,18.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
1762,2006-12-24,5.0,,5.0,-4.0,-4.0,-4.0,40.0,40.0,40.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1763,2006-12-25,8.0,8.0,6.0,0.0,0.0,-1.0,49.0,44.0,40.0,,,,10.0,10.0,10.0,4.0,1.0,,0.0,8.0,,-1.0
1764,2006-12-26,2.0,0.0,0.0,2.0,1.0,0.0,99.0,98.0,98.0,,,,0.1,0.1,0.1,0.0,0.0,,8.0,8.0,Rain-Snow,-1.0
1765,2006-12-27,8.0,8.0,7.0,-1.0,-2.0,-4.0,43.0,38.0,32.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1766,2006-12-28,12.0,12.0,10.0,-5.0,-6.0,-6.0,23.0,20.0,16.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1767,2006-12-29,13.0,,10.0,3.0,3.0,3.0,51.0,51.0,51.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1741,2006-12-3,4.0,3.0,2.0,1.0,2.0,1.0,92.0,92.0,92.0,,,,4.0,4.0,4.0,9.0,9.0,,4.0,8.0,Rain,-1.0
1768,2006-12-30,12.0,11.0,10.0,4.0,3.0,2.0,56.0,48.0,40.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
1769,2006-12-31,6.0,,6.0,3.0,3.0,3.0,72.0,72.0,72.0,,,,10.0,10.0,10.0,56.0,22.0,,0.0,,,-1.0
1742,2006-12-4,4.0,,4.0,4.0,4.0,4.0,100.0,100.0,100.0,,,,4.0,2.1,0.2,18.0,15.0,,8.0,8.0,Rain,-1.0
1743,2006-12-5,4.0,4.0,4.0,4.0,4.0,4.0,100.0,100.0,100.0,,,,0.0,0.0,0.0,22.0,16.0,,40.0,8.0,Rain,-1.0
1744,2006-12-6,6.0,4.0,4.0,3.0,2.0,2.0,81.0,81.0,81.0,,,,4.0,4.0,4.0,26.0,20.0,,0.0,8.0,,-1.0
1745,2006-12-7,8.0,8.0,6.0,4.0,4.0,3.0,81.0,73.0,65.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1746,2006-12-8,8.0,,8.0,-4.0,-4.0,-4.0,32.0,32.0,32.0,,,,10.0,10.0,10.0,9.0,9.0,,0.0,,,-1.0
1747,2006-12-9,12.0,12.0,8.0,-3.0,-4.0,-4.0,30.0,26.0,22.0,,,,10.0,10.0,10.0,6.0,5.0,,0.0,,,-1.0
1983,2006-2-1,12.0,,12.0,-6.0,-6.0,-6.0,16.0,16.0,16.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1992,2006-2-10,18.0,10.0,6.0,2.0,0.0,-3.0,32.0,26.0,21.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1993,2006-2-11,18.0,18.0,14.0,2.0,1.0,0.0,32.0,26.0,19.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1994,2006-2-12,13.0,,12.0,0.0,0.0,0.0,31.0,31.0,31.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,8.0,,-1.0
1995,2006-2-13,17.0,,13.0,5.0,5.0,5.0,50.0,50.0,50.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1996,2006-2-14,8.0,,8.0,4.0,4.0,4.0,69.0,69.0,69.0,,,,10.0,10.0,10.0,0.0,0.0,,5.0,8.0,,-1.0
1997,2006-2-15,10.0,10.0,9.0,5.0,5.0,5.0,76.0,70.0,63.0,,,,10.0,10.0,10.0,6.0,4.0,,1.0,,,-1.0
1998,2006-2-16,14.0,10.0,8.0,5.0,2.0,-1.0,54.0,45.0,29.0,,,,10.0,10.0,10.0,6.0,1.0,,0.0,,,-1.0
1999,2006-2-17,15.0,14.0,13.0,6.0,6.0,5.0,55.0,50.0,45.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2000,2006-2-18,11.0,9.0,9.0,8.0,8.0,7.0,84.0,80.0,77.0,,,,4.0,4.0,4.0,6.0,2.0,,1.0,8.0,Rain,-1.0
2001,2006-2-19,12.0,10.0,10.0,8.0,8.0,7.0,84.0,80.0,76.0,,,,10.0,5.0,0.1,0.0,0.0,,0.4,8.0,Rain,-1.0
1984,2006-2-2,17.0,16.0,10.0,-8.0,-10.0,-11.0,15.0,11.0,7.0,,,,10.0,10.0,10.0,7.0,5.0,,0.0,,,-1.0
2002,2006-2-20,16.0,16.0,12.0,5.0,4.0,4.0,49.0,42.0,34.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2003,2006-2-21,17.0,16.0,14.0,5.0,4.0,4.0,46.0,40.0,34.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2004,2006-2-22,16.0,14.0,12.0,6.0,4.0,1.0,57.0,44.0,31.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,8.0,,-1.0
2005,2006-2-23,13.0,12.0,12.0,8.0,6.0,5.0,62.0,57.0,52.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2006,2006-2-24,13.0,13.0,8.0,5.0,4.0,4.0,69.0,60.0,50.0,,,,10.0,10.0,10.0,6.0,4.0,,1.0,8.0,Rain,-1.0
2007,2006-2-25,7.0,7.0,6.0,5.0,4.0,4.0,90.0,81.0,72.0,,,,10.0,5.0,0.1,9.0,7.0,,21.0,8.0,Rain,-1.0
2008,2006-2-26,6.0,4.0,4.0,2.0,2.0,2.0,81.0,76.0,72.0,,,,10.0,5.5,1.0,17.0,6.0,,9.0,8.0,Rain,-1.0
2009,2006-2-27,16.0,,13.0,3.0,3.0,3.0,39.0,39.0,39.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2010,2006-2-28,,,,,,,,,,,,,,,,,,,,,,
1985,2006-2-3,16.0,,16.0,-5.0,-5.0,-5.0,13.0,13.0,13.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1986,2006-2-4,19.0,19.0,15.0,-9.0,-11.0,-13.0,6.0,6.0,6.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1987,2006-2-5,19.0,19.0,16.0,1.0,-2.0,-4.0,26.0,18.0,11.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1988,2006-2-6,17.0,,17.0,-5.0,-5.0,-5.0,12.0,12.0,12.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1989,2006-2-7,17.0,,17.0,-5.0,-5.0,-5.0,12.0,12.0,12.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1990,2006-2-8,17.0,17.0,12.0,3.0,2.0,1.0,43.0,32.0,21.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1991,2006-2-9,17.0,16.0,13.0,3.0,1.0,-1.0,39.0,29.0,19.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1129,2006-3-1,14.0,,14.0,2.0,2.0,2.0,32.0,32.0,32.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1138,2006-3-10,17.0,17.0,14.0,3.0,2.0,2.0,32.0,30.0,28.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1139,2006-3-11,14.0,13.0,11.0,9.0,8.0,8.0,84.0,76.0,68.0,,,,0.1,0.1,0.1,6.0,4.0,,0.0,8.0,,-1.0
1140,2006-3-12,12.0,11.0,11.0,9.0,8.0,7.0,77.0,74.0,70.0,,,,4.0,4.0,4.0,0.0,0.0,,0.0,,,-1.0
1141,2006-3-13,10.0,9.0,5.0,7.0,6.0,4.0,90.0,87.0,84.0,,,,2.0,1.0,0.0,17.0,6.0,,9.0,8.0,Rain,-1.0
1142,2006-3-14,9.0,,6.0,4.0,4.0,4.0,90.0,90.0,90.0,,,,0.1,0.1,0.1,0.0,0.0,,1.0,8.0,,-1.0
1143,2006-3-15,9.0,,9.0,0.0,0.0,0.0,42.0,42.0,42.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1144,2006-3-16,13.0,13.0,11.0,2.0,1.0,0.0,40.0,35.0,30.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1145,2006-3-17,14.0,,13.0,3.0,3.0,3.0,39.0,39.0,39.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1146,2006-3-18,10.0,,8.0,4.0,4.0,4.0,69.0,69.0,69.0,,,,10.0,10.0,10.0,0.0,0.0,,1.0,8.0,,-1.0
1147,2006-3-19,4.0,4.0,4.0,4.0,4.0,4.0,100.0,100.0,100.0,,,,2.0,1.0,0.0,6.0,4.0,,7.0,8.0,Rain,-1.0
1130,2006-3-2,16.0,,16.0,4.0,4.0,4.0,34.0,34.0,34.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1148,2006-3-20,14.0,14.0,11.0,7.0,6.0,6.0,63.0,57.0,51.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1149,2006-3-21,16.0,,16.0,4.0,4.0,4.0,34.0,34.0,34.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1150,2006-3-22,17.0,16.0,14.0,5.0,5.0,5.0,46.0,42.0,38.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
1151,2006-3-23,13.0,12.0,8.0,3.0,2.0,1.0,65.0,50.0,34.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,8.0,,-1.0
1152,2006-3-24,9.0,,8.0,7.0,7.0,7.0,85.0,85.0,85.0,,,,10.0,10.0,10.0,4.0,4.0,,5.0,,,-1.0
1153,2006-3-25,11.0,8.0,8.0,4.0,4.0,3.0,62.0,62.0,61.0,,,,10.0,10.0,10.0,13.0,11.0,,3.0,,,-1.0
1154,2006-3-26,13.0,12.0,8.0,5.0,2.0,-1.0,49.0,44.0,40.0,,,,10.0,10.0,10.0,22.0,14.0,,0.6,,Thunderstorm,-1.0
1155,2006-3-27,14.0,,14.0,6.0,6.0,6.0,46.0,46.0,46.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1156,2006-3-28,18.0,17.0,15.0,7.0,6.0,6.0,47.0,42.0,36.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1157,2006-3-29,21.0,21.0,17.0,7.0,4.0,0.0,40.0,27.0,14.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1131,2006-3-3,16.0,14.0,13.0,5.0,2.0,-1.0,50.0,36.0,23.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1158,2006-3-30,20.0,16.0,14.0,3.0,1.0,-1.0,25.0,23.0,22.0,,,,10.0,10.0,10.0,17.0,12.0,,0.0,,,-1.0
1159,2006-3-31,,,,,,,,,,,,,,,,,,,,,,
1132,2006-3-4,12.0,,12.0,-2.0,-2.0,-2.0,26.0,26.0,26.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1133,2006-3-5,16.0,15.0,12.0,5.0,4.0,3.0,49.0,41.0,33.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
1134,2006-3-6,9.0,,8.0,3.0,3.0,3.0,65.0,65.0,65.0,,,,10.0,10.0,10.0,9.0,9.0,,1.0,,,-1.0
1135,2006-3-7,14.0,14.0,11.0,3.0,2.0,2.0,40.0,38.0,36.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1136,2006-3-8,16.0,,12.0,-1.0,-1.0,-1.0,27.0,27.0,27.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1137,2006-3-9,16.0,,16.0,2.0,2.0,2.0,30.0,30.0,30.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
764,2006-4-1,15.0,,15.0,6.0,6.0,6.0,42.0,42.0,42.0,,,,10.0,10.0,10.0,0.0,0.0,,2.0,,,-1.0
773,2006-4-10,17.0,16.0,15.0,3.0,2.0,2.0,33.0,30.0,27.0,,,,10.0,7.0,4.0,6.0,1.0,,0.0,,,-1.0
774,2006-4-11,18.0,9.0,9.0,2.0,1.0,0.0,42.0,41.0,40.0,,,,10.0,7.0,4.0,9.0,3.0,,0.0,8.0,,-1.0
775,2006-4-12,17.0,,15.0,6.0,6.0,6.0,42.0,42.0,42.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
776,2006-4-13,18.0,,14.0,4.0,4.0,4.0,41.0,41.0,41.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
777,2006-4-14,18.0,18.0,16.0,7.0,6.0,6.0,39.0,39.0,39.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
778,2006-4-15,18.0,13.0,8.0,9.0,5.0,2.0,69.0,50.0,36.0,,,,10.0,8.0,4.0,20.0,6.0,,0.0,,,-1.0
779,2006-4-16,19.0,14.0,9.0,10.0,7.0,5.0,69.0,52.0,43.0,,,,10.0,8.0,4.0,0.0,0.0,,0.0,,,-1.0
780,2006-4-17,19.0,,19.0,9.0,9.0,9.0,40.0,40.0,40.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
781,2006-4-18,17.0,,17.0,10.0,10.0,10.0,54.0,54.0,54.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
782,2006-4-19,22.0,16.0,12.0,11.0,9.0,7.0,61.0,48.0,42.0,,,,10.0,8.0,4.0,0.0,0.0,,0.0,,,-1.0
765,2006-4-2,18.0,18.0,16.0,4.0,3.0,2.0,30.0,30.0,29.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
783,2006-4-20,22.0,22.0,20.0,12.0,12.0,12.0,46.0,44.0,43.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
784,2006-4-21,24.0,18.0,14.0,11.0,10.0,7.0,52.0,44.0,40.0,,,,10.0,8.0,4.0,6.0,1.0,,0.0,,,-1.0
785,2006-4-22,25.0,20.0,16.0,7.0,3.0,1.0,43.0,23.0,13.0,,,,10.0,8.0,4.0,4.0,1.0,,0.0,,,-1.0
786,2006-4-23,26.0,,26.0,3.0,3.0,3.0,14.0,14.0,14.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
787,2006-4-24,27.0,22.0,18.0,2.0,0.0,-1.0,17.0,14.0,12.0,,,,10.0,8.0,4.0,6.0,3.0,,0.0,,,-1.0
788,2006-4-25,28.0,27.0,23.0,0.0,-1.0,-2.0,11.0,10.0,9.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
789,2006-4-26,27.0,26.0,24.0,8.0,8.0,7.0,22.0,22.0,22.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
790,2006-4-27,22.0,18.0,18.0,8.0,6.0,5.0,34.0,34.0,33.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,8.0,,-1.0
791,2006-4-28,,,,,,,,,,,,,,,,,,,,,,
792,2006-4-29,,,,,,,,,,,,,,,,,,,,,,
766,2006-4-3,17.0,10.0,10.0,3.0,2.0,2.0,49.0,38.0,28.0,,,,10.0,7.0,4.0,0.0,0.0,,0.0,,,-1.0
793,2006-4-30,,,,,,,,,,,,,,,,,,,,,,
767,2006-4-4,23.0,16.0,11.0,5.0,3.0,0.0,57.0,31.0,15.0,,,,10.0,8.0,4.0,0.0,0.0,,0.0,,,-1.0
768,2006-4-5,22.0,,17.0,5.0,5.0,5.0,32.0,32.0,32.0,,,,10.0,10.0,10.0,17.0,17.0,,0.0,8.0,,-1.0
769,2006-4-6,10.0,10.0,7.0,8.0,7.0,6.0,93.0,89.0,84.0,,,,4.0,3.3,2.0,6.0,6.0,,32.0,8.0,Rain,-1.0
770,2006-4-7,13.0,9.0,5.0,4.0,1.0,-3.0,72.0,48.0,27.0,,,,10.0,8.0,4.0,9.0,7.0,,0.0,8.0,,-1.0
771,2006-4-8,13.0,,13.0,0.0,0.0,0.0,30.0,30.0,30.0,,,,10.0,10.0,10.0,56.0,22.0,,0.0,,,-1.0
772,2006-4-9,15.0,10.0,6.0,3.0,0.0,-4.0,35.0,33.0,31.0,,,,10.0,10.0,10.0,9.0,4.0,,0.0,,,-1.0
2620,2006-5-1,25.0,24.0,23.0,9.0,8.0,8.0,30.0,27.0,24.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
2629,2006-5-10,28.0,,28.0,6.0,6.0,6.0,16.0,16.0,16.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2630,2006-5-11,28.0,,28.0,10.0,10.0,10.0,23.0,23.0,23.0,,,,4.0,4.0,4.0,6.0,6.0,,0.0,,,-1.0
2631,2006-5-12,31.0,19.0,19.0,9.0,8.0,8.0,40.0,27.0,14.0,,,,10.0,7.0,4.0,6.0,2.0,,0.0,,,-1.0
2632,2006-5-13,30.0,,23.0,14.0,14.0,14.0,46.0,46.0,46.0,,,,4.0,4.0,4.0,6.0,6.0,,0.0,,,-1.0
2633,2006-5-14,28.0,28.0,25.0,13.0,12.0,10.0,37.0,30.0,23.0,,,,4.0,4.0,4.0,6.0,4.0,,0.0,,,-1.0
2634,2006-5-15,28.0,,24.0,14.0,14.0,14.0,43.0,43.0,43.0,,,,2.0,2.0,2.0,17.0,17.0,,0.0,,,-1.0
2635,2006-5-16,21.0,,20.0,14.0,14.0,14.0,58.0,58.0,58.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2636,2006-5-17,25.0,18.0,15.0,12.0,12.0,12.0,74.0,53.0,43.0,,,,10.0,8.0,4.0,0.0,0.0,,0.0,,,-1.0
2637,2006-5-18,23.0,24.0,21.0,13.0,12.0,11.0,50.0,43.0,36.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2638,2006-5-19,24.0,18.0,17.0,15.0,13.0,12.0,64.0,63.0,62.0,,,,10.0,8.0,4.0,9.0,8.0,,6.0,,,-1.0
2621,2006-5-2,23.0,20.0,11.0,6.0,4.0,3.0,45.0,40.0,36.0,,,,10.0,7.0,4.0,13.0,9.0,,0.0,8.0,Thunderstorm,-1.0
2639,2006-5-20,24.0,22.0,22.0,14.0,14.0,14.0,51.0,50.0,49.0,,,,10.0,10.0,10.0,6.0,5.0,,0.0,,,-1.0
2640,2006-5-21,24.0,19.0,19.0,17.0,16.0,16.0,83.0,68.0,54.0,,,,10.0,7.0,4.0,9.0,6.0,,10.0,,Thunderstorm,-1.0
2641,2006-5-22,25.0,24.0,22.0,15.0,14.0,14.0,54.0,50.0,46.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2642,2006-5-23,26.0,25.0,24.0,16.0,16.0,16.0,50.0,49.0,48.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2643,2006-5-24,27.0,23.0,19.0,18.0,12.0,8.0,47.0,36.0,26.0,,,,10.0,10.0,10.0,6.0,1.0,,0.0,,,-1.0
2644,2006-5-25,28.0,27.0,27.0,13.0,12.0,11.0,31.0,28.0,25.0,,,,10.0,6.0,2.0,6.0,4.0,,0.0,,,-1.0
2645,2006-5-26,29.0,24.0,18.0,14.0,12.0,10.0,52.0,36.0,28.0,,,,10.0,10.0,10.0,6.0,1.0,,0.0,,,-1.0
2646,2006-5-27,26.0,22.0,22.0,10.0,10.0,9.0,33.0,30.0,28.0,,,,10.0,10.0,10.0,17.0,11.0,,0.0,,,-1.0
2647,2006-5-28,26.0,14.0,14.0,12.0,9.0,6.0,46.0,42.0,39.0,,,,10.0,7.0,4.0,6.0,2.0,,0.0,,,-1.0
2648,2006-5-29,27.0,,27.0,14.0,14.0,14.0,33.0,33.0,33.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2622,2006-5-3,23.0,21.0,21.0,8.0,8.0,7.0,29.0,28.0,28.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2649,2006-5-30,26.0,,26.0,12.0,12.0,12.0,30.0,30.0,30.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
